filename,crop_path,class_name,label,width,height,xmin,ymin,xmax,ymax,split
000967.jpg,cropped/000967.jpg,malignant,1,718,500,387,134,685,381,test
000968.jpg,cropped/000968.jpg,malignant,1,718,500,233,122,573,408,train
000969.jpg,cropped/000969.jpg,malignant,1,718,500,312,131,463,299,train
000970.jpg,cropped/000970.jpg,malignant,1,818,628,316,122,522,307,train
000971.jpg,cropped/000971.jpg,malignant,1,818,628,387,131,575,328,val
000972.jpg,cropped/000972.jpg,malignant,1,718,500,296,139,404,269,train
000973.jpg,cropped/000973.jpg,malignant,1,718,500,304,114,419,291,train
000974.jpg,cropped/000974.jpg,malignant,1,718,500,259,116,413,301,train
000975.jpg,cropped/000975.jpg,malignant,1,718,500,216,99,362,320,test
000976.jpg,cropped/000976.jpg,malignant,1,718,500,230,15,423,135,train
000977.jpg,cropped/000977.jpg,malignant,1,718,500,283,16,465,144,train
000978.jpg,cropped/000978.jpg,malignant,1,718,500,287,75,401,179,train
000979.jpg,cropped/000979.jpg,malignant,1,818,628,283,195,373,303,train
000980.jpg,cropped/000980.jpg,malignant,1,818,628,292,167,407,274,train
000981.jpg,cropped/000981.jpg,malignant,1,492,391,225,58,283,133,test
000982.jpg,cropped/000982.jpg,malignant,1,498,429,80,139,248,269,train
000983.jpg,cropped/000983.jpg,malignant,1,498,429,113,101,298,253,train
000984.jpg,cropped/000984.jpg,malignant,1,718,500,239,66,372,226,train
000985.jpg,cropped/000985.jpg,malignant,1,818,628,381,102,706,294,test
000986.jpg,cropped/000986.jpg,malignant,1,818,628,344,123,572,305,val
000987.jpg,cropped/000987.jpg,malignant,1,718,500,219,121,274,194,train
000988.jpg,cropped/000988.jpg,malignant,1,498,429,83,224,166,289,train
000989.jpg,cropped/000989.jpg,malignant,1,498,429,76,204,187,276,train
000990.jpg,cropped/000990.jpg,malignant,1,818,628,447,227,633,369,test
000991.jpg,cropped/000991.jpg,malignant,1,818,628,455,146,544,252,train
000992.jpg,cropped/000992.jpg,malignant,1,818,628,448,200,616,352,train
000993.jpg,cropped/000993.jpg,malignant,1,492,391,209,84,311,183,test
000994.jpg,cropped/000994.jpg,malignant,1,718,500,387,111,469,231,train
000995.jpg,cropped/000995.jpg,malignant,1,498,429,136,61,271,195,val
000996.jpg,cropped/000996.jpg,malignant,1,718,500,407,54,532,181,test
000997.jpg,cropped/000997.jpg,malignant,1,718,500,253,66,387,174,train
000998.jpg,cropped/000998.jpg,malignant,1,718,500,455,63,580,179,train
000999.jpg,cropped/000999.jpg,malignant,1,718,500,292,92,384,199,train
001000.jpg,cropped/001000.jpg,malignant,1,718,500,316,89,435,208,train
001001.jpg,cropped/001001.jpg,malignant,1,718,500,312,82,429,217,train
001002.jpg,cropped/001002.jpg,malignant,1,718,500,410,65,466,146,train
001003.jpg,cropped/001003.jpg,malignant,1,718,500,463,47,543,140,train
001004.jpg,cropped/001004.jpg,malignant,1,718,500,413,79,472,136,train
001005.jpg,cropped/001005.jpg,malignant,1,718,500,280,133,384,244,train
001006.jpg,cropped/001006.jpg,malignant,1,718,500,246,140,362,244,train
001007.jpg,cropped/001007.jpg,malignant,1,718,500,333,100,396,147,val
001008.jpg,cropped/001008.jpg,malignant,1,718,500,300,144,404,268,train
001009.jpg,cropped/001009.jpg,malignant,1,718,500,328,145,464,219,val
001010.jpg,cropped/001010.jpg,malignant,1,718,500,339,234,395,286,train
001011.jpg,cropped/001011.jpg,malignant,1,718,500,136,218,185,267,train
001012.jpg,cropped/001012.jpg,malignant,1,718,500,263,81,543,318,test
001013.jpg,cropped/001013.jpg,malignant,1,718,500,346,110,403,186,train
001014.jpg,cropped/001014.jpg,malignant,1,718,500,411,99,475,166,test
001015.jpg,cropped/001015.jpg,malignant,1,718,500,281,103,513,270,train
001016.jpg,cropped/001016.jpg,malignant,1,718,500,325,122,566,275,train
001017.jpg,cropped/001017.jpg,malignant,1,718,500,297,112,463,333,train
001018.jpg,cropped/001018.jpg,malignant,1,718,500,177,104,346,334,test
001019.jpg,cropped/001019.jpg,malignant,1,718,500,183,115,367,330,train
001020.jpg,cropped/001020.jpg,malignant,1,718,500,171,104,304,215,train
001021.jpg,cropped/001021.jpg,malignant,1,718,500,400,232,483,352,train
001022.jpg,cropped/001022.jpg,malignant,1,818,628,272,238,415,355,train
001023.jpg,cropped/001023.jpg,malignant,1,818,628,417,230,537,353,train
001024.jpg,cropped/001024.jpg,malignant,1,718,500,267,47,541,251,train
001025.jpg,cropped/001025.jpg,malignant,1,718,500,374,67,644,307,val
001026.jpg,cropped/001026.jpg,malignant,1,718,500,464,46,618,182,train
001027.jpg,cropped/001027.jpg,malignant,1,718,500,416,58,556,195,train
001028.jpg,cropped/001028.jpg,malignant,1,718,500,411,36,551,196,train
001029.jpg,cropped/001029.jpg,malignant,1,718,500,485,51,618,174,train
001030.jpg,cropped/001030.jpg,malignant,1,718,500,188,227,247,289,train
001031.jpg,cropped/001031.jpg,malignant,1,718,500,329,261,397,342,test
001032.jpg,cropped/001032.jpg,malignant,1,718,500,502,201,596,328,train
001033.jpg,cropped/001033.jpg,malignant,1,718,500,113,220,206,343,train
001034.jpg,cropped/001034.jpg,malignant,1,718,500,506,101,610,208,test
001035.jpg,cropped/001035.jpg,malignant,1,718,500,516,114,635,250,train
001036.jpg,cropped/001036.jpg,malignant,1,718,500,459,179,559,273,val
001037.jpg,cropped/001037.jpg,malignant,1,718,500,175,64,463,284,train
001038.jpg,cropped/001038.jpg,malignant,1,718,500,306,66,581,262,train
001039.jpg,cropped/001039.jpg,malignant,1,718,500,303,173,401,283,train
001040.jpg,cropped/001040.jpg,malignant,1,718,500,292,92,582,321,test
001041.jpg,cropped/001041.jpg,malignant,1,439,368,168,75,369,195,test
001042.jpg,cropped/001042.jpg,malignant,1,919,646,295,155,388,326,val
001043.jpg,cropped/001043.jpg,malignant,1,818,628,325,200,461,344,train
001044.jpg,cropped/001044.jpg,malignant,1,718,500,440,150,636,303,train
001045.jpg,cropped/001045.jpg,malignant,1,439,368,199,101,265,173,test
001046.jpg,cropped/001046.jpg,malignant,1,439,368,133,120,199,196,test
001047.jpg,cropped/001047.jpg,malignant,1,439,368,274,102,368,195,train
001048.jpg,cropped/001048.jpg,malignant,1,439,368,224,54,342,132,train
001049.jpg,cropped/001049.jpg,malignant,1,718,500,9,68,447,315,train
001050.jpg,cropped/001050.jpg,malignant,1,718,500,61,57,449,297,train
001051.jpg,cropped/001051.jpg,malignant,1,718,500,60,48,500,312,train
001052.jpg,cropped/001052.jpg,malignant,1,718,500,27,56,480,320,train
001053.jpg,cropped/001053.jpg,malignant,1,718,500,50,47,434,310,train
001054.jpg,cropped/001054.jpg,malignant,1,718,500,62,79,318,319,train
001055.jpg,cropped/001055.jpg,malignant,1,718,500,270,129,372,265,val
001056.jpg,cropped/001056.jpg,malignant,1,718,500,9,55,579,377,train
001057.jpg,cropped/001057.jpg,malignant,1,718,500,302,122,436,274,train
001058.jpg,cropped/001058.jpg,malignant,1,818,628,305,195,424,295,train
001059.jpg,cropped/001059.jpg,malignant,1,818,628,127,194,241,309,train
001060.jpg,cropped/001060.jpg,malignant,1,718,500,277,33,445,148,test
001061.jpg,cropped/001061.jpg,malignant,1,718,500,317,86,496,213,train
001062.jpg,cropped/001062.jpg,malignant,1,718,500,253,100,455,329,train
001063.jpg,cropped/001063.jpg,malignant,1,718,500,215,101,437,338,test
001064.jpg,cropped/001064.jpg,malignant,1,718,500,239,144,381,277,test
001065.jpg,cropped/001065.jpg,malignant,1,718,500,297,149,449,295,val
001066.jpg,cropped/001066.jpg,malignant,1,718,500,178,68,510,328,val
001067.jpg,cropped/001067.jpg,malignant,1,718,500,259,109,464,303,train
001068.jpg,cropped/001068.jpg,malignant,1,718,500,289,40,430,134,val
001069.jpg,cropped/001069.jpg,malignant,1,718,500,317,47,421,114,train
001070.jpg,cropped/001070.jpg,malignant,1,501,458,131,180,220,270,test
001071.jpg,cropped/001071.jpg,malignant,1,718,500,289,124,421,239,val
001072.jpg,cropped/001072.jpg,malignant,1,718,500,375,96,465,193,train
001073.jpg,cropped/001073.jpg,malignant,1,718,500,279,118,430,294,val
001074.jpg,cropped/001074.jpg,malignant,1,718,500,224,112,395,292,train
001075.jpg,cropped/001075.jpg,malignant,1,501,458,215,56,297,122,test
001076.jpg,cropped/001076.jpg,malignant,1,718,500,244,96,379,240,test
001077.jpg,cropped/001077.jpg,malignant,1,718,500,311,94,452,257,train
001078.jpg,cropped/001078.jpg,malignant,1,718,500,317,93,447,247,train
001079.jpg,cropped/001079.jpg,malignant,1,498,429,154,85,297,205,train
001080.jpg,cropped/001080.jpg,malignant,1,818,628,260,169,449,327,test
001081.jpg,cropped/001081.jpg,malignant,1,818,628,164,155,360,341,train
001082.jpg,cropped/001082.jpg,malignant,1,718,500,402,241,487,323,val
001083.jpg,cropped/001083.jpg,malignant,1,718,500,404,84,502,199,train
001084.jpg,cropped/001084.jpg,malignant,1,818,628,324,170,491,372,val
001085.jpg,cropped/001085.jpg,malignant,1,818,628,252,179,458,341,train
001086.jpg,cropped/001086.jpg,malignant,1,818,628,334,180,536,374,val
001087.jpg,cropped/001087.jpg,malignant,1,818,628,378,223,498,312,train
001088.jpg,cropped/001088.jpg,malignant,1,718,500,336,152,482,278,val
001089.jpg,cropped/001089.jpg,malignant,1,718,500,272,162,350,276,train
001090.jpg,cropped/001090.jpg,malignant,1,718,500,419,122,492,232,test
001091.jpg,cropped/001091.jpg,malignant,1,718,500,429,106,523,233,train
001092.jpg,cropped/001092.jpg,malignant,1,718,500,456,106,563,247,train
001093.jpg,cropped/001093.jpg,malignant,1,718,500,339,340,454,444,val
001094.jpg,cropped/001094.jpg,malignant,1,718,500,462,333,546,413,train
001095.jpg,cropped/001095.jpg,malignant,1,718,500,149,176,336,301,train
001096.jpg,cropped/001096.jpg,malignant,1,718,500,227,287,373,387,train
001097.jpg,cropped/001097.jpg,malignant,1,718,500,98,32,441,285,train
001098.jpg,cropped/001098.jpg,malignant,1,718,500,553,80,621,152,val
001099.jpg,cropped/001099.jpg,malignant,1,718,500,259,96,368,172,train
001100.jpg,cropped/001100.jpg,malignant,1,718,500,346,101,436,185,train
001101.jpg,cropped/001101.jpg,malignant,1,718,500,440,107,585,231,test
001102.jpg,cropped/001102.jpg,malignant,1,718,500,224,98,300,157,test
001103.jpg,cropped/001103.jpg,malignant,1,718,500,344,81,476,222,test
001104.jpg,cropped/001104.jpg,malignant,1,498,429,276,76,377,196,train
001105.jpg,cropped/001105.jpg,malignant,1,498,429,212,80,340,213,train
001106.jpg,cropped/001106.jpg,malignant,1,818,628,366,250,494,412,test
001107.jpg,cropped/001107.jpg,malignant,1,718,500,304,128,454,255,test
001108.jpg,cropped/001108.jpg,malignant,1,818,628,397,179,515,298,train
001109.jpg,cropped/001109.jpg,malignant,1,818,628,453,164,581,294,train
001110.jpg,cropped/001110.jpg,malignant,1,818,628,456,164,574,291,train
001111.jpg,cropped/001111.jpg,malignant,1,818,628,518,180,653,287,val
001112.jpg,cropped/001112.jpg,malignant,1,818,628,489,177,603,314,test
001113.jpg,cropped/001113.jpg,malignant,1,718,500,234,74,340,165,test
001114.jpg,cropped/001114.jpg,malignant,1,718,500,299,91,417,180,train
001115.jpg,cropped/001115.jpg,malignant,1,718,500,264,88,513,281,val
001116.jpg,cropped/001116.jpg,malignant,1,818,628,367,104,623,319,test
001117.jpg,cropped/001117.jpg,malignant,1,818,628,296,83,614,307,train
001118.jpg,cropped/001118.jpg,malignant,1,718,500,257,138,387,299,train
001119.jpg,cropped/001119.jpg,malignant,1,718,500,259,234,357,341,val
001120.jpg,cropped/001120.jpg,malignant,1,718,500,331,161,405,228,val
001121.jpg,cropped/001121.jpg,malignant,1,718,500,157,64,326,175,train
001122.jpg,cropped/001122.jpg,malignant,1,718,500,184,141,319,250,train
001123.jpg,cropped/001123.jpg,malignant,1,501,458,156,151,247,294,val
001124.jpg,cropped/001124.jpg,malignant,1,501,458,282,86,412,197,train
001125.jpg,cropped/001125.jpg,malignant,1,501,458,156,152,286,256,val
001126.jpg,cropped/001126.jpg,malignant,1,718,500,201,84,295,201,train
001127.jpg,cropped/001127.jpg,malignant,1,718,500,202,97,295,239,val
001128.jpg,cropped/001128.jpg,malignant,1,718,500,271,132,449,252,train
001129.jpg,cropped/001129.jpg,malignant,1,718,500,347,142,492,241,train
001130.jpg,cropped/001130.jpg,malignant,1,718,500,208,136,436,240,train
001131.jpg,cropped/001131.jpg,malignant,1,718,500,321,97,479,234,val
001132.jpg,cropped/001132.jpg,malignant,1,718,500,370,92,531,244,val
001133.jpg,cropped/001133.jpg,malignant,1,718,500,400,89,575,245,train
001134.jpg,cropped/001134.jpg,malignant,1,718,500,439,84,591,242,train
001135.jpg,cropped/001135.jpg,malignant,1,718,500,439,84,600,246,test
001136.jpg,cropped/001136.jpg,malignant,1,501,458,132,82,345,210,train
001137.jpg,cropped/001137.jpg,malignant,1,501,458,285,42,395,158,val
001138.jpg,cropped/001138.jpg,malignant,1,718,500,168,69,604,287,train
001139.jpg,cropped/001139.jpg,malignant,1,718,500,236,37,477,328,test
001140.jpg,cropped/001140.jpg,malignant,1,718,500,242,74,466,382,train
001141.jpg,cropped/001141.jpg,malignant,1,718,500,208,72,431,337,val
001142.jpg,cropped/001142.jpg,malignant,1,718,500,214,153,328,314,train
001143.jpg,cropped/001143.jpg,malignant,1,718,500,433,161,539,322,test
001144.jpg,cropped/001144.jpg,malignant,1,718,500,391,170,479,324,train
001145.jpg,cropped/001145.jpg,malignant,1,718,500,270,140,446,302,train
001146.jpg,cropped/001146.jpg,malignant,1,718,500,325,58,451,159,train
001147.jpg,cropped/001147.jpg,malignant,1,718,500,395,73,515,175,train
001148.jpg,cropped/001148.jpg,malignant,1,718,500,415,70,532,174,train
001149.jpg,cropped/001149.jpg,malignant,1,718,500,414,160,530,258,val
001150.jpg,cropped/001150.jpg,malignant,1,718,500,274,173,364,265,train
001151.jpg,cropped/001151.jpg,malignant,1,818,628,412,198,471,273,train
001152.jpg,cropped/001152.jpg,malignant,1,818,628,311,149,438,253,val
001153.jpg,cropped/001153.jpg,malignant,1,818,628,522,164,614,247,train
001154.jpg,cropped/001154.jpg,malignant,1,818,628,455,162,571,252,train
001155.jpg,cropped/001155.jpg,malignant,1,818,628,365,159,474,274,train
001156.jpg,cropped/001156.jpg,malignant,1,718,500,355,134,417,198,test
001157.jpg,cropped/001157.jpg,malignant,1,718,500,175,52,336,195,train
001158.jpg,cropped/001158.jpg,malignant,1,718,500,315,168,456,298,test
001159.jpg,cropped/001159.jpg,malignant,1,718,500,262,138,336,204,train
001160.jpg,cropped/001160.jpg,malignant,1,818,628,291,80,510,293,val
001161.jpg,cropped/001161.jpg,malignant,1,718,500,307,165,448,341,test
001162.jpg,cropped/001162.jpg,malignant,1,439,368,214,24,356,121,test
001163.jpg,cropped/001163.jpg,malignant,1,818,628,212,132,329,282,train
001164.jpg,cropped/001164.jpg,malignant,1,818,628,158,218,262,324,train
001165.jpg,cropped/001165.jpg,malignant,1,718,500,37,29,599,494,train
001166.jpg,cropped/001166.jpg,malignant,1,718,500,374,134,582,349,test
001167.jpg,cropped/001167.jpg,malignant,1,718,500,233,113,419,232,train
001168.jpg,cropped/001168.jpg,malignant,1,718,500,268,126,377,271,train
001169.jpg,cropped/001169.jpg,malignant,1,718,500,416,130,591,301,val
001170.jpg,cropped/001170.jpg,malignant,1,718,500,298,83,521,241,test
001171.jpg,cropped/001171.jpg,malignant,1,818,628,508,193,631,323,train
001172.jpg,cropped/001172.jpg,malignant,1,818,628,454,182,580,336,test
001173.jpg,cropped/001173.jpg,malignant,1,718,500,190,181,331,333,train
001174.jpg,cropped/001174.jpg,malignant,1,718,500,202,105,321,169,test
001175.jpg,cropped/001175.jpg,malignant,1,498,429,94,128,265,261,test
001176.jpg,cropped/001176.jpg,malignant,1,718,500,356,129,456,290,val
001177.jpg,cropped/001177.jpg,malignant,1,718,500,269,146,373,264,test
001178.jpg,cropped/001178.jpg,malignant,1,718,500,377,80,479,191,test
001179.jpg,cropped/001179.jpg,malignant,1,718,500,312,84,411,194,test
001180.jpg,cropped/001180.jpg,malignant,1,718,500,295,118,409,227,train
001181.jpg,cropped/001181.jpg,malignant,1,718,500,293,43,465,177,val
001182.jpg,cropped/001182.jpg,malignant,1,718,500,444,68,563,231,train
001183.jpg,cropped/001183.jpg,malignant,1,718,500,346,156,483,257,train
001184.jpg,cropped/001184.jpg,malignant,1,718,500,365,156,456,272,train
001185.jpg,cropped/001185.jpg,malignant,1,718,500,250,97,464,258,train
001186.jpg,cropped/001186.jpg,malignant,1,718,500,322,27,647,337,train
001187.jpg,cropped/001187.jpg,malignant,1,718,500,315,166,457,334,train
001188.jpg,cropped/001188.jpg,malignant,1,818,628,297,211,490,404,train
001189.jpg,cropped/001189.jpg,malignant,1,718,500,237,88,341,216,train
001190.jpg,cropped/001190.jpg,malignant,1,718,500,198,90,325,216,train
001191.jpg,cropped/001191.jpg,malignant,1,718,500,282,133,424,253,train
001192.jpg,cropped/001192.jpg,malignant,1,718,500,348,112,493,299,train
001193.jpg,cropped/001193.jpg,malignant,1,718,500,57,37,590,346,test
001194.jpg,cropped/001194.jpg,malignant,1,718,500,164,68,431,282,test
001195.jpg,cropped/001195.jpg,malignant,1,818,628,217,78,516,427,train
001196.jpg,cropped/001196.jpg,malignant,1,718,500,337,99,718,421,train
001197.jpg,cropped/001197.jpg,malignant,1,718,500,134,0,718,500,train
001198.jpg,cropped/001198.jpg,malignant,1,718,500,252,0,705,500,val
001199.jpg,cropped/001199.jpg,malignant,1,818,628,298,214,426,323,train
001200.jpg,cropped/001200.jpg,malignant,1,818,628,456,170,684,329,train
001201.jpg,cropped/001201.jpg,malignant,1,818,628,390,197,612,342,train
001202.jpg,cropped/001202.jpg,malignant,1,718,500,249,236,417,350,train
001203.jpg,cropped/001203.jpg,malignant,1,818,628,374,137,640,369,train
001204.jpg,cropped/001204.jpg,malignant,1,818,628,538,149,818,378,train
001205.jpg,cropped/001205.jpg,malignant,1,818,628,380,148,617,360,train
001206.jpg,cropped/001206.jpg,malignant,1,718,500,249,99,399,260,test
001207.jpg,cropped/001207.jpg,malignant,1,718,500,400,119,515,251,train
001208.jpg,cropped/001208.jpg,malignant,1,718,500,277,65,474,215,train
001209.jpg,cropped/001209.jpg,malignant,1,718,500,298,65,484,234,train
001210.jpg,cropped/001210.jpg,malignant,1,718,500,296,154,429,322,train
001211.jpg,cropped/001211.jpg,malignant,1,718,500,260,88,700,232,train
001212.jpg,cropped/001212.jpg,malignant,1,818,628,171,238,358,405,val
001213.jpg,cropped/001213.jpg,malignant,1,718,500,262,194,399,340,train
001214.jpg,cropped/001214.jpg,malignant,1,718,500,233,219,360,337,train
001215.jpg,cropped/001215.jpg,malignant,1,718,500,259,99,305,153,train
001216.jpg,cropped/001216.jpg,malignant,1,718,500,329,86,386,168,test
001217.jpg,cropped/001217.jpg,malignant,1,718,500,272,102,382,211,val
001218.jpg,cropped/001218.jpg,malignant,1,818,628,401,115,572,292,train
001219.jpg,cropped/001219.jpg,malignant,1,818,628,401,128,485,243,train
001220.jpg,cropped/001220.jpg,malignant,1,818,628,272,99,484,278,val
001221.jpg,cropped/001221.jpg,malignant,1,718,500,146,114,274,258,test
001222.jpg,cropped/001222.jpg,malignant,1,718,500,284,115,400,242,train
001223.jpg,cropped/001223.jpg,malignant,1,718,500,393,90,519,225,test
001224.jpg,cropped/001224.jpg,malignant,1,718,500,244,164,353,290,train
001225.jpg,cropped/001225.jpg,malignant,1,718,500,348,92,488,241,val
001226.jpg,cropped/001226.jpg,malignant,1,718,500,245,156,343,255,val
001227.jpg,cropped/001227.jpg,malignant,1,718,500,183,145,324,238,train
001228.jpg,cropped/001228.jpg,malignant,1,818,628,384,301,478,436,train
001229.jpg,cropped/001229.jpg,malignant,1,718,500,335,70,484,186,train
001230.jpg,cropped/001230.jpg,malignant,1,818,628,436,237,569,360,train
001231.jpg,cropped/001231.jpg,malignant,1,818,628,459,245,599,388,train
001232.jpg,cropped/001232.jpg,malignant,1,818,628,281,171,392,269,train
001233.jpg,cropped/001233.jpg,malignant,1,718,500,201,121,423,349,train
001234.jpg,cropped/001234.jpg,malignant,1,718,500,352,107,612,360,train
001235.jpg,cropped/001235.jpg,malignant,1,718,500,206,102,438,329,train
001236.jpg,cropped/001236.jpg,malignant,1,718,500,182,208,437,374,train
001237.jpg,cropped/001237.jpg,malignant,1,718,500,327,90,589,218,train
001238.jpg,cropped/001238.jpg,malignant,1,718,500,394,56,600,241,train
001239.jpg,cropped/001239.jpg,malignant,1,718,500,296,78,618,254,train
001240.jpg,cropped/001240.jpg,malignant,1,718,500,430,260,513,351,train
001241.jpg,cropped/001241.jpg,malignant,1,718,500,413,228,523,321,train
001242.jpg,cropped/001242.jpg,malignant,1,718,500,166,59,346,195,train
001243.jpg,cropped/001243.jpg,malignant,1,718,500,360,114,459,205,train
001244.jpg,cropped/001244.jpg,malignant,1,718,500,398,98,502,202,train
001245.jpg,cropped/001245.jpg,malignant,1,718,500,0,34,630,353,train
001246.jpg,cropped/001246.jpg,malignant,1,718,500,310,164,386,263,train
001247.jpg,cropped/001247.jpg,malignant,1,439,368,182,77,257,162,train
001248.jpg,cropped/001248.jpg,malignant,1,718,500,294,156,505,387,test
001249.jpg,cropped/001249.jpg,malignant,1,718,500,191,202,396,424,train
001250.jpg,cropped/001250.jpg,malignant,1,718,500,287,88,465,204,train
001251.jpg,cropped/001251.jpg,malignant,1,718,500,339,81,463,201,test
001252.jpg,cropped/001252.jpg,malignant,1,718,500,311,105,426,212,train
001253.jpg,cropped/001253.jpg,malignant,1,718,500,359,92,478,207,val
001254.jpg,cropped/001254.jpg,malignant,1,718,500,456,91,583,199,train
001255.jpg,cropped/001255.jpg,malignant,1,718,500,236,80,352,155,train
001256.jpg,cropped/001256.jpg,malignant,1,718,500,235,139,333,220,train
001257.jpg,cropped/001257.jpg,malignant,1,818,628,260,117,463,262,train
001258.jpg,cropped/001258.jpg,malignant,1,718,500,182,48,448,210,val
001259.jpg,cropped/001259.jpg,malignant,1,718,500,239,64,480,252,train
001260.jpg,cropped/001260.jpg,malignant,1,439,368,164,140,288,273,val
001261.jpg,cropped/001261.jpg,malignant,1,718,500,247,88,382,306,test
001262.jpg,cropped/001262.jpg,malignant,1,718,500,27,91,199,285,train
001263.jpg,cropped/001263.jpg,malignant,1,718,500,176,50,345,191,train
001264.jpg,cropped/001264.jpg,malignant,1,718,500,191,30,429,225,train
001265.jpg,cropped/001265.jpg,malignant,1,718,500,212,5,452,207,train
001266.jpg,cropped/001266.jpg,malignant,1,718,500,199,131,282,206,train
001267.jpg,cropped/001267.jpg,malignant,1,718,500,237,145,334,237,train
001268.jpg,cropped/001268.jpg,malignant,1,718,500,325,173,439,288,train
001269.jpg,cropped/001269.jpg,malignant,1,718,500,329,110,499,237,train
001270.jpg,cropped/001270.jpg,malignant,1,818,628,122,156,353,354,train
001271.jpg,cropped/001271.jpg,malignant,1,718,500,462,136,546,229,test
001272.jpg,cropped/001272.jpg,malignant,1,718,500,369,109,458,211,train
001273.jpg,cropped/001273.jpg,malignant,1,718,500,153,87,234,181,test
001274.jpg,cropped/001274.jpg,malignant,1,718,500,406,110,494,218,test
001275.jpg,cropped/001275.jpg,malignant,1,718,500,369,104,501,234,train
001276.jpg,cropped/001276.jpg,malignant,1,718,500,337,80,427,186,train
001277.jpg,cropped/001277.jpg,malignant,1,818,628,270,147,484,350,train
001278.jpg,cropped/001278.jpg,malignant,1,718,500,129,169,301,340,val
001279.jpg,cropped/001279.jpg,malignant,1,498,429,132,128,288,288,test
001280.jpg,cropped/001280.jpg,malignant,1,498,429,177,135,326,303,train
001281.jpg,cropped/001281.jpg,malignant,1,818,628,351,128,452,254,test
001282.jpg,cropped/001282.jpg,malignant,1,818,628,319,139,418,249,train
001283.jpg,cropped/001283.jpg,malignant,1,498,429,230,98,297,182,test
001284.jpg,cropped/001284.jpg,malignant,1,718,500,219,144,407,302,train
001285.jpg,cropped/001285.jpg,malignant,1,818,628,482,196,628,357,train
001286.jpg,cropped/001286.jpg,malignant,1,718,500,486,122,575,222,test
001287.jpg,cropped/001287.jpg,malignant,1,718,500,302,86,513,264,train
001288.jpg,cropped/001288.jpg,malignant,1,718,500,214,90,385,259,train
001289.jpg,cropped/001289.jpg,malignant,1,718,500,129,61,321,191,train
001290.jpg,cropped/001290.jpg,malignant,1,718,500,298,158,424,257,test
001291.jpg,cropped/001291.jpg,malignant,1,718,500,312,192,416,284,test
001292.jpg,cropped/001292.jpg,malignant,1,718,500,196,118,399,260,train
001293.jpg,cropped/001293.jpg,malignant,1,718,500,372,70,622,210,train
001294.jpg,cropped/001294.jpg,malignant,1,718,500,83,0,665,413,train
001295.jpg,cropped/001295.jpg,malignant,1,718,500,275,101,420,276,train
001296.jpg,cropped/001296.jpg,malignant,1,718,500,243,73,418,239,test
001297.jpg,cropped/001297.jpg,malignant,1,718,500,71,96,447,361,test
001298.jpg,cropped/001298.jpg,malignant,1,718,500,64,76,390,342,train
001299.jpg,cropped/001299.jpg,malignant,1,718,500,365,185,467,294,train
001300.jpg,cropped/001300.jpg,malignant,1,718,500,102,48,393,314,test
001301.jpg,cropped/001301.jpg,malignant,1,818,628,91,87,747,334,train
001302.jpg,cropped/001302.jpg,malignant,1,818,628,81,103,650,332,test
001303.jpg,cropped/001303.jpg,malignant,1,818,628,296,94,646,364,train
001304.jpg,cropped/001304.jpg,malignant,1,718,500,0,81,384,383,train
001305.jpg,cropped/001305.jpg,malignant,1,718,500,49,42,486,350,train
001306.jpg,cropped/001306.jpg,malignant,1,718,500,0,44,372,361,train
001307.jpg,cropped/001307.jpg,malignant,1,718,500,284,108,436,226,train
001308.jpg,cropped/001308.jpg,malignant,1,718,500,265,157,390,264,train
001309.jpg,cropped/001309.jpg,malignant,1,718,500,220,146,357,269,train
001310.jpg,cropped/001310.jpg,malignant,1,718,500,181,157,348,271,train
001311.jpg,cropped/001311.jpg,malignant,1,718,500,222,224,338,322,val
001312.jpg,cropped/001312.jpg,malignant,1,498,429,59,19,297,205,train
001313.jpg,cropped/001313.jpg,malignant,1,718,500,355,107,466,207,test
001314.jpg,cropped/001314.jpg,malignant,1,718,500,307,204,527,306,train
001315.jpg,cropped/001315.jpg,malignant,1,718,500,369,129,473,221,test
001316.jpg,cropped/001316.jpg,malignant,1,818,628,354,141,584,361,train
001317.jpg,cropped/001317.jpg,malignant,1,818,628,172,181,507,408,test
001318.jpg,cropped/001318.jpg,malignant,1,818,628,351,210,469,325,train
001319.jpg,cropped/001319.jpg,malignant,1,818,628,409,181,534,288,train
001320.jpg,cropped/001320.jpg,malignant,1,818,628,319,198,382,266,train
001321.jpg,cropped/001321.jpg,malignant,1,818,628,457,222,650,385,val
001322.jpg,cropped/001322.jpg,malignant,1,718,500,304,136,360,217,test
001323.jpg,cropped/001323.jpg,malignant,1,718,500,252,72,446,230,train
001324.jpg,cropped/001324.jpg,malignant,1,718,500,287,129,324,203,test
001325.jpg,cropped/001325.jpg,malignant,1,818,628,206,192,366,350,train
001326.jpg,cropped/001326.jpg,malignant,1,818,628,389,156,545,332,train
001327.jpg,cropped/001327.jpg,malignant,1,718,500,137,34,643,297,train
001328.jpg,cropped/001328.jpg,malignant,1,718,500,288,131,396,231,train
001329.jpg,cropped/001329.jpg,malignant,1,718,500,297,107,401,211,val
001330.jpg,cropped/001330.jpg,malignant,1,718,500,229,16,449,194,val
001331.jpg,cropped/001331.jpg,malignant,1,718,500,410,131,526,222,train
001332.jpg,cropped/001332.jpg,malignant,1,718,500,512,114,587,211,train
001333.jpg,cropped/001333.jpg,malignant,1,718,500,214,95,333,177,train
